file name,X-Spam-Level,X-Spam-Status,Spam-Score,Spam-Test,,spam,score,auth_na,date_in_past,forged_mua_outlook,forged_outlook_html,forged_outlook_tags,hfilter_hostname_unknown,has_list_unsub,dmarc_policy_allow,mime_good,mime_html_only,missing_mid,missing_to,old_x_mailer,rcvd_helo_user,rcvd_no_tls_last,r_no_space_in_from,to_dn_recipients,subj_all_caps,r_spf_fail,r_spf_allow,violated_direct_spf,whitelist_dmarc
phishing-2019-7.txt,5,Yes,5.5,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PDS_FRNOM_TODOM_NAKED_TO,PDS_FROM_NAME_TO_DOMAIN,RCVD_IN_DNSWL_BLOCKED,RCVD_IN_SORBS_WEB,RDNS_NONE,SPF_HELO_NONE,SPF_NONE",,Spam: true,5.789999999999999,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[24150],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-303.txt,3,No,3.3,"EMPTY_MESSAGE,KHOP_HELO_FCRDNS,SPF_HELO_NONE,SPF_NONE",,Spam: true,1.0999999999999996,,Symbol: DATE_IN_PAST (1.00)[51361],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-145.txt,8,Yes,8.1,"AXB_XMAILER_MIMEOLE_OL_024C2,FORGED_MUA_OUTLOOK,FORGED_OUTLOOK_HTML,FORGED_OUTLOOK_TAGS,FSL_CTYPE_WIN1251,FSL_NEW_HELO_USER,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,NSL_RCVD_FROM_USER,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,20.4,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[54232],Symbol: FORGED_MUA_OUTLOOK (3.00),Symbol: FORGED_OUTLOOK_HTML (5.00),Symbol: FORGED_OUTLOOK_TAGS (2.10),,,,,Symbol: MIME_HTML_ONLY (0.20),,,Symbol: OLD_X_MAILER (2.00),Symbol: RCVD_HELO_USER (3.00),Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-201.txt,3,No,3.6,"EMPTY_MESSAGE,RDNS_NONE,SPF_HELO_NONE",,Spam: true,9.0,,Symbol: DATE_IN_PAST (1.00)[47675],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-230.txt,6,Yes,6.7,"EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,FREEMAIL_REPLYTO_END_DIGIT,KHOP_HELO_FCRDNS,MISSING_MID,SPF_HELO_NONE,SPF_NONE,SUBJ_ALL_CAPS",,Spam: true,7.050000000000001,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[47190],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (2.55)[34],,,,
phishing-2015-248.txt,4,No,4.8,"EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,SPF_HELO_NONE",,Spam: true,3.0,,Symbol: DATE_IN_PAST (1.00)[51802],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2015-191.txt,7,Yes,7.1,"EMPTY_MESSAGE,FROM_NO_USER,MISSING_MID,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SUBJ_OBFU_PUNCT_FEW,TO_IN_SUBJ",,Spam: true,6.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[52871],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-316.txt,4,No,4.7,"DKIM_ADSP_NXDOMAIN,DKIM_INVALID,DKIM_SIGNED,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL,TVD_SPACE_RATIO,TVD_SPACE_RATIO_MINFP,URIBL_BLOCKED",,Spam: true,5.289999999999999,,Symbol: DATE_IN_PAST (1.00)[45519],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2020-150.txt,3,No,3.0,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,HEADER_FROM_DIFFERENT_DOMAINS,RCVD_IN_MSPIKE_H2,SPF_HELO_NONE,SPF_PASS,SUBJ_ALL_CAPS,UNPARSEABLE_RELAY,URIBL_BLOCKED",,Spam: true,5.059999999999999,,Symbol: DATE_IN_PAST (1.00)[7593],,,,,Symbol: HAS_LIST_UNSUB (-0.01),,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (1.27)[17],,Symbol: R_SPF_ALLOW (-0.20)[+ip4:167.89.0.0/17:c],,
phishing-2017-310.txt,5,Yes,5.5,"MISSING_DATE,MISSING_FROM,MISSING_HEADERS,MISSING_MID,MISSING_SUBJECT,NO_HEADERS_MESSAGE,NO_RECEIVED,NO_RELAYS",,Spam: true,6.289999999999999,,,,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),Symbol: MISSING_MID (2.50),Symbol: MISSING_TO (2.00),,,,,,,,,,
phishing-2019-230.txt,3,No,3.5,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,SPF_FAIL,SPF_HELO_FAIL,URIBL_BLOCKED",,Spam: true,5.600000000000001,,Symbol: DATE_IN_PAST (1.00)[16100],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2018-42.txt,3,No,3.7,"DKIM_ADSP_NXDOMAIN,DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,NO_DNS_FOR_FROM,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,7.5,,Symbol: DATE_IN_PAST (1.00)[31789],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-441.txt,2,No,2.3,"EMPTY_MESSAGE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,T_SPF_HELO_TEMPERROR,T_SPF_PERMERROR",,Spam: true,6.5,,Symbol: DATE_IN_PAST (1.00)[42713],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-227.txt,5,Yes,5.4,"EMPTY_MESSAGE,MISSING_MID,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_FAIL,SPF_HELO_NONE,TO_EQ_FM_DOM_SPF_FAIL,TO_EQ_FM_SPF_FAIL",,Spam: true,10.0,,Symbol: DATE_IN_PAST (1.00)[52162],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2019-33.txt,7,Yes,7.1,"DKIM_INVALID,DKIM_SIGNED,GB_FREEMAIL_DISPTO,GB_FREEMAIL_DISPTO_NOTFREEM,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PDS_FRNOM_TODOM_NAKED_TO,PDS_FROM_NAME_TO_DOMAIN,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_FAIL,SPF_HELO_NONE",,Spam: true,15.5,,Symbol: DATE_IN_PAST (1.00)[23275],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-13.txt,8,Yes,8.1,"BODY_EMPTY,EMPTY_MESSAGE,FROM_NO_USER,MISSING_MID,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_NONE,SUBJ_OBFU_PUNCT_FEW,TO_IN_SUBJ",,Spam: true,6.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[41696],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-151.txt,6,Yes,6.8,"DATE_IN_PAST_24_48,EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL,SUBJ_ALL_CAPS",,Spam: true,5.870000000000001,,Symbol: DATE_IN_PAST (1.00)[54040],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (1.27)[17],,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2018-34.txt,4,No,4.5,"EMPTY_MESSAGE,FROM_2_EMAILS_SHORT,MISSING_MID,PDS_FROM_2_EMAILS,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_NONE",,Spam: true,9.5,,Symbol: DATE_IN_PAST (1.00)[32079],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-33.txt,23,Yes,23.,"AXB_XMAILER_MIMEOLE_OL_024C2,EMPTY_MESSAGE,FORGED_MUA_OUTLOOK,FROM_MISSPACED,FROM_MISSP_DYNIP,FROM_MISSP_EH_MATCH,FROM_MISSP_MSFT,FROM_MISSP_REPLYTO,FROM_MISSP_SPF_FAIL,FROM_MISSP_USER,FROM_MISSP_XPRIO,FSL_NEW_HELO_USER,KHOP_HELO_FCRDNS,MISSING_HEADERS,NSL_RCVD_FROM_USER,RDNS_DYNAMIC,REPLYTO_WITHOUT_TO_CC,SPF_FAIL,SPF_HELO_NONE,TO_NO_BRKTS_FROM_MSSP,TO_NO_BRKTS_MSFT",,Spam: true,17.5,,Symbol: DATE_IN_PAST (1.00)[50049],Symbol: FORGED_MUA_OUTLOOK (3.00),,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,Symbol: MISSING_TO (2.00),Symbol: OLD_X_MAILER (2.00),Symbol: RCVD_HELO_USER (3.00),Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-42.txt,5,Yes,5.2,"EMPTY_MESSAGE,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_FAIL,SPF_HELO_NONE,TO_EQ_FM_DOM_SPF_FAIL,TO_EQ_FM_SPF_FAIL",,Spam: true,7.5,,Symbol: DATE_IN_PAST (1.00)[57731],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-160.txt,4,No,4.4,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,SPF_HELO_SOFTFAIL,SPF_SOFTFAIL,URIBL_BLOCKED",,Spam: true,4.5,,Symbol: DATE_IN_PAST (1.00)[39007],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-274.txt,3,No,3.3,"EMPTY_MESSAGE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,8.5,,Symbol: DATE_IN_PAST (1.00)[51373],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-318.txt,5,Yes,5.2,"EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,FREEMAIL_REPLYTO_END_DIGIT,MISSING_MID,SPF_HELO_NONE,SPF_NONE",,Spam: true,4.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[35536],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2017-313.txt,3,No,3.3,"EMPTY_MESSAGE,HEADER_FROM_DIFFERENT_DOMAINS,SPF_HELO_NONE",,Spam: true,4.390000000000001,,Symbol: DATE_IN_PAST (1.00)[35700],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2017-126.txt,4,No,4.8,"DATE_IN_PAST_12_24,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,MISSING_MIMEOLE,NO_DNS_FOR_FROM,SPF_HELO_NONE",,Spam: true,4.800000000000001,,Symbol: DATE_IN_PAST (1.00)[39851],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-149.txt,2,No,2.7,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,MISSING_MID,SPF_HELO_NONE,T_SPF_PERMERROR,URIBL_BLOCKED",,Spam: true,7.100000000000001,,Symbol: DATE_IN_PAST (1.00)[48414],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-130.txt,4,No,4.5,"EMPTY_MESSAGE,MISSING_HEADERS,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,6.600000000000001,,Symbol: DATE_IN_PAST (1.00)[54541],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,Symbol: MISSING_TO (2.00),,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2020-31.txt,4,No,4.7,"FREEMAIL_FORGED_FROMDOMAIN,FREEMAIL_FROM,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_NONE,SPF_HELO_NONE,SPF_SOFTFAIL,SPOOFED_FREEMAIL",,Spam: true,6.289999999999999,,Symbol: DATE_IN_PAST (1.00)[14206],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2020-29.txt,0,No,0.7,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,SPF_HELO_NONE,SPF_NONE,T_PDS_X_PHP_WP_EXP",,Spam: true,2.289999999999999,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[14426],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-179.txt,17,Yes,17.,"AXB_XMAILER_MIMEOLE_OL_024C2,EMPTY_MESSAGE,FORGED_MUA_OUTLOOK,FROM_MISSPACED,FROM_MISSP_EH_MATCH,FROM_MISSP_MSFT,FROM_MISSP_TO_UNDISC,FROM_MISSP_USER,FROM_MISSP_XPRIO,FSL_NEW_HELO_USER,MSOE_MID_WRONG_CASE,NSL_RCVD_FROM_USER,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,15.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[53110],Symbol: FORGED_MUA_OUTLOOK (3.00),,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,Symbol: OLD_X_MAILER (2.00),Symbol: RCVD_HELO_USER (3.00),Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,,,,
phishing-2019-38.txt,8,Yes,8.4,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,MISSING_MID,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_HELO_NONE,SPF_SOFTFAIL,TO_EQ_FM_DIRECT_MX,URIBL_BLOCKED",,Spam: true,14.600000000000001,,Symbol: DATE_IN_PAST (1.00)[23172],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-65.txt,3,No,3.5,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL,URIBL_BLOCKED",,Spam: true,10.0,,Symbol: DATE_IN_PAST (1.00)[56811],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-262.txt,1,No,1.7,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_NONE,XM_PHPMAILER_FORGED",,Spam: true,2.9000000000000004,,Symbol: DATE_IN_PAST (1.00)[46704],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2017-305.txt,6,Yes,6.7,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FREEMAIL_FROM,FROM_EXCESS_BASE64,MALFORMED_FREEMAIL,MISSING_HEADERS,REPLYTO_WITHOUT_TO_CC,SPF_HELO_PASS,SPF_PASS,URIBL_BLOCKED",,Spam: true,3.3000000000000007,,Symbol: DATE_IN_PAST (1.00)[35936],,,,,,Symbol: DMARC_POLICY_ALLOW_WITH_FAILURES (-0.50),Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,Symbol: MISSING_TO (2.00),,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,Symbol: R_SPF_ALLOW (-0.20)[+ip4:185.5.136.0/22],,
phishing-2020-144.txt,3,No,3.7,"DKIM_ADSP_NXDOMAIN,DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FORGED_SPF_HELO,NO_DNS_FOR_FROM,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H2,SPF_HELO_PASS,SPF_NONE",,Spam: true,4.5,,Symbol: DATE_IN_PAST (1.00)[7863],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/related],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2019-74.txt,6,Yes,6.5,"EMPTY_MESSAGE,FROM_NO_USER,MISSING_MID,RDNS_NONE,SPF_HELO_NONE,SPF_NONE,TO_MALFORMED",,Spam: true,7.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[22033],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-122.txt,3,No,3.7,"EMPTY_MESSAGE,KHOP_HELO_FCRDNS,RDNS_DYNAMIC,SPF_HELO_NONE",,Spam: true,5.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[48786],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2016-208.txt,5,Yes,6.0,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,SPF_HELO_SOFTFAIL,T_SPF_PERMERROR,URIBL_BLOCKED",,Spam: true,0.8000000000000007,,Symbol: DATE_IN_PAST (1.00)[47558],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,Symbol: R_SPF_ALLOW (-0.20)[+ip4:119.15.167.50],,
phishing-2019-18.txt,3,No,3.3,"EMPTY_MESSAGE,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,6.600000000000001,,Symbol: DATE_IN_PAST (1.00)[23792],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-248.txt,6,Yes,6.3,"EMPTY_MESSAGE,RCVD_IN_MSPIKE_BL,RCVD_IN_MSPIKE_ZBI,RDNS_NONE,SPF_HELO_NONE,SPF_NONE",,Spam: true,19.6,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[46869],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-348.txt,6,Yes,6.3,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PDS_TONAME_EQ_TOLOCAL_HDRS_LCASE,PDS_TONAME_EQ_TOLOCAL_SHORT,PDS_TONAME_EQ_TOLOCAL_VSHORT,RCVD_IN_SBL,SPF_HELO_PASS,SPF_PASS",,Spam: true,8.899999999999999,,Symbol: DATE_IN_PAST (1.00)[44872],,,,,,"Symbol: DMARC_POLICY_ALLOW (0.00)[justdial.com, quarantine]",,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,Symbol: R_SPF_ALLOW (0.00)[+ip4:103.20.126.0/24],,
phishing-2016-190.txt,3,No,3.3,"EMPTY_MESSAGE,FROM_MISSP_EH_MATCH,SPF_HELO_NONE,SPF_PASS",,Spam: true,1.8000000000000007,,Symbol: DATE_IN_PAST (1.00)[47853],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,,Symbol: R_SPF_ALLOW (-0.20)[+ip4:212.56.192.95],,
phishing-2020-101.txt,7,Yes,7.4,"DKIM_ADSP_NXDOMAIN,EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,MISSING_MID,NO_DNS_FOR_FROM,RDNS_NONE,SPF_HELO_NONE,SPF_NONE",,Spam: true,11.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[10590],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2019-227.txt,4,No,4.1,"DKIM_ADSP_NXDOMAIN,DKIM_INVALID,DKIM_SIGNED,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,NO_DNS_FOR_FROM,PDS_FRNOM_TODOM_NAKED_TO,PDS_FROM_NAME_TO_DOMAIN,SPF_HELO_NONE,SPF_NONE",,Spam: true,2.789999999999999,,Symbol: DATE_IN_PAST (1.00)[16149],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2017-294.txt,4,No,4.5,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FORGED_SPF_HELO,KHOP_HELO_FCRDNS,SPF_HELO_PASS",,Spam: true,4.300000000000001,,Symbol: DATE_IN_PAST (1.00)[36220],,,,,,Symbol: DMARC_POLICY_ALLOW_WITH_FAILURES (-0.50),Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,Symbol: R_SPF_ALLOW (-0.20)[+ip4:104.47.0.0/17],,
phishing-2020-24.txt,4,No,4.5,"EMPTY_MESSAGE,KHOP_HELO_FCRDNS,MISSING_MID,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,7.100000000000001,,Symbol: DATE_IN_PAST (1.00)[14647],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
